company_id,company_name,equity_ticker
0000911177,"Casella Waste Systems, Inc.",CWST
0001590895,"CAESARS ENTERTAINMENT, INC.",CZR
0000916540,DARLING INGREDIENTS INC.,DAR
0001319947,Designer Brands Inc.,DBI
0000029644,"DONALDSON COMPANY, INC.",DCI
0000030305,DUCOMMUN INCORPORATED,DCO
0000910638,3D SYSTEMS CORPORATION,DDD
0000910521,DECKERS OUTDOOR CORP,DECK
0000049754,"Dine Brands Global, Inc.",DIN
0001089063,"DICK'S SPORTING GOODS, INC.",DKS
0000935703,"DOLLAR TREE, INC.",DLTR
0001599617,DNOW INC.,DNOW
0000868780,"DORMAN PRODUCTS, INC.",DORM
0001286681,"Domino’s Pizza, Inc.",DPZ
0000703604,"DISTRIBUTION SOLUTIONS GROUP, INC.",DSGR
0001562088,"Duolingo, Inc.",DUOL
0001020710,"DXP Enterprises, Inc.",DXPE
0000067215,DYCOM INDUSTRIES INC,DY
0000703351,"BRINKER INTERNATIONAL, INC.",EAT
0000033002,"ENNIS, INC.",EBF
0000701719,Envela Corporation,ELA
0001600033,"e.l.f. Beauty, Inc.",ELF
0000105634,"EMCOR Group, Inc.",EME
0000031107,THE EASTERN COMPANY,EML
0001632790,"ENERGIZER HOLDINGS, INC.",ENR
0001289308,EnerSys,ENS
0000006955,ENERPAC TOOL GROUP CORP.,EPAC
0001096752,EDGEWELL PERSONAL CARE COMPANY,EPC
0001421517,"Energy Recovery, Inc.",ERII
0000033488,"ESCALADE, INCORPORATED",ESCA
0000866706,ESCO TECHNOLOGIES INC.,ESE
0000896156,Ethan Allen Interiors Inc.,ETD
0001370637,"ETSY, INC.",ETSY
0000065312,"EVI Industries, Inc.",EVI
0001297989,"EXLSERVICE HOLDINGS, INC.",EXLS
0000746515,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",EXPD
0000851520,"EXPONENT, INC.",EXPO
0001210677,First Advantage Corporation,FA
0000815556,FASTENAL CO,FAST
0001519751,"FORTUNE BRANDS INNOVATIONS, INC.",FBIN
0000886206,Franklin Covey Co.,FC
0000038725,"FRANKLIN ELECTRIC CO., INC.",FELE
0001177609,"Five Below, Inc.",FIVE
0001035983,"Comfort Systems USA, Inc.",FIX
0000069891,National Beverage Corp.,FIZZ
0001128928,"FLOWERS FOODS, INC",FLO
0000030625,FLOWSERVE CORP,FLS
0001084869,1 800 FLOWERS COM INC,FLWS
0000037472,"FLEXSTEEL INDUSTRIES, INC.",FLXS
0001507079,"Floor & Decor Holdings, Inc.",FND
0001023313,"Forrester Research, Inc.",FORR
0001424929,Fox Factory Holding Corp.,FOXF
0001611647,"FRESHPET, INC.",FRPT
0000277509,Federal Signal Corporation,FSS
0000352825,L.B. FOSTER COMPANY,FSTR
0001374328,"FITLIFE BRANDS, INC.",FTLF
0000912728,FORWARD AIR CORPORATION,FWRD
0000040211,GATX CORP,GATX
0000923120,GREENBRIER COMPANIES INC,GBX
0000018498,GENESCO INC.,GCO
0001071255,"GOLDEN ENTERTAINMENT, INC.",GDEN
0000064472,"GENCOR INDUSTRIES, INC.",GENC
0000050725,GRIFFON CORPORATION,GFF
0000042888,GRACO INC,GGG
0000104889,GRAHAM HOLDINGS CO,GHC
0000716314,GRAHAM CORP,GHM
0000945114,Global Industrial Company,GIC
0000821002,G III APPAREL GROUP LTD /DE/,GIII
0001372020,Great Lakes Dredge & Dock Corporation,GLDD
0001467858,GENERAL MOTORS COMPANY,GM
0001326380,GameStop Corp.,GME
0001474735,GENERAC HOLDINGS INC.,GNRC
0000355811,GENTEX CORPORATION,GNTX
0000040987,GENUINE PARTS CO,GPC
0001031203,"Group 1 Automotive, Inc",GPI
0001373670,"Green Brick Partners, Inc.",GRBK
0000042682,THE GORMAN-RUPP COMPANY,GRC
0001490281,"Groupon, Inc.",GRPN
0000892553,"CHART INDUSTRIES, INC",GTLS
0000861459,GRANITE CONSTRUCTION INCORPORATED,GVA
0000277135,"W.W. Grainger, Inc.",GWW
0000910406,"THE HAIN CELESTIAL GROUP, INC.",HAIN
0000731012,"HEALTHCARE SERVICES GROUP, INC.",HCSG
0000925528,HUDSON TECHNOLOGIES INC /NY,HDSN
0001417398,"HILLENBRAND, INC.",HI
0001501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII
0001024795,"HELIOS TECHNOLOGIES, INC.",HLIO
0001585689,Hilton Worldwide Holdings Inc.,HLT
0000048287,HNI Corporation,HNI
0001530979,"The Honest Company, Inc.",HNST
0000793952,"Harley-Davidson, Inc.",HOG
0001140102,"HIREQUEST, INC.",HQI
0001364479,HERC HOLDINGS INC.,HRI
0000048465,HORMEL FOODS CORPORATION,HRL
0000799233,"HEARTLAND EXPRESS, INC",HTLD
0000048898,HUBBELL INC,HUBB
0000940942,"HUB GROUP, INC.",HUBG
0001289848,HURON CONSULTING GROUP INC.,HURN
0000216085,"HAVERTY FURNITURE COMPANIES, INC",HVT
0000717605,HEXCEL CORPORATION,HXL
0001173514,"HYSTER-YALE, INC.",HY
0001057060,"MarineMax, Inc.",HZO
0001580905,"Installed Building Products, Inc.",IBP
0001362004,"ICF International, Inc.",ICFI
0001048268,"IES Holdings, Inc.",IESC
0000832101,IDEX CORP,IEX
0000764401,Insteel Industries Inc.,IIIN
0000050493,"INGLES MARKETS, INCORPORATED",IMKTA
0001046257,INGREDION INCORPORATED,INGR
0000903651,INNODATA INC.,INOD
0001615063,"INSPIRED ENTERTAINMENT, INC.",INSE
0000822663,"Interparfums, Inc.",IPAR
0000049826,ILLINOIS TOOL WORKS INC,ITW
0000052988,Jacobs Solutions Inc.,J
0000807882,JACK IN THE BOX INC.,JACK
0001009829,"JAKKS PACIFIC, INC.",JAKK
0000728535,"J.B. HUNT TRANSPORT SERVICES, INC.",JBHT
0000880117,SANFILIPPO JOHN B & SON INC,JBSS
0000785956,J&J SNACK FOODS CORP.,JJSF
0000788329,Johnson Outdoors Inc.,JOUT
0000886346,KADANT INC.,KAI
0001357615,"KBR, Inc.",KBR
0001418135,Keurig Dr Pepper Inc.,KDP
0000055135,"KELLY SERVICES, INC.",KELYA
0000056047,KIRBY CORPORATION,KEX
0000930420,Kforce Inc,KFRC
0000056679,KORN FERRY,KFY
0000055242,KENNAMETAL INC.,KMT
0001170010,"CARMAX, INC.",KMX
0001492691,Knight-Swift Transportation Holdings Inc.,KNX
0001069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",KTOS
0001023128,LITHIA MOTORS INC,LAD
0000798081,"Lakeland Industries, Inc.",LAKE
0000763744,LCI INDUSTRIES,LCII
0001336920,"LEIDOS HOLDINGS, INC.",LDOS
0000799288,"LANDS’ END, INC.",LE
0000842162,LEAR CORP,LEA
0000059527,LINCOLN ELECTRIC HOLDINGS INC,LECO
0000058492,"LEGGETT & PLATT, INC",LEG
0001436208,Legacy Housing Corporation,LEGH
0000849146,LIFEVANTAGE CORP,LFVN
0001580670,"LGI HOMES, INC.",LGIH
0000202058,"L3HARRIS TECHNOLOGIES, INC.",LHX
0001069202,LENNOX INTERNATIONAL INC.,LII
0001286613,LINCOLN EDUCATIONAL SERVICES CORPORATION,LINC
0001512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",LIND
0001065696,LKQ CORPORATION,LKQ
0001606163,"LIMBACH HOLDINGS, INC.",LMB
0001342423,LIMONEIRA COMPANY,LMNR
0000836157,Lindsay Corporation,LNN
0001606366,"EL POLLO LOCO HOLDINGS, INC.",LOCO
0001434588,"GRAND CANYON EDUCATION, INC.",LOPE
0001235468,"Liquidity Services, Inc.",LQDT
0001157408,"Stride, Inc.",LRN
0000853816,"Landstar System, Inc.",LSTR
0001397187,lululemon athletica inc.,LULU
0001300514,LAS VEGAS SANDS CORP.,LVS
0000814586,"LIFEWAY FOODS, INC.",LWAY
0000763532,LSI INDUSTRIES INC.,LYTS
0001286139,"LegalZoom.com, Inc.",LZ
0000057131,LA-Z-BOY INCORPORATED,LZB
0001520358,"Mama’s Creations, Inc.",MAMA
0000063296,MATTHEWS INTERNATIONAL CORP,MATW
0000003453,"Matson, Inc",MATX
0001590976,"MALIBU BOATS, INC.",MBUU
0001638290,"MasterCraft Boat Holdings, Inc.",MCFT
0000907242,"MONARCH CASINO & RESORT, INC",MCRI
0000910329,"MEDIFAST, INC.",MED
0001099590,"MercadoLibre, Inc.",MELI
0001436126,"Mistras Group, Inc.",MG
0000835011,"MGP Ingredients, Inc.",MGPI
0000752714,McGRATH RENTCORP,MGRC
0000799292,"M/I HOMES, INC.",MHO
0000769520,MIDDLEBY Corp,MIDD
0000089439,"MUELLER INDUSTRIES, INC.",MLI
0000066382,"MillerKnoll, Inc.",MLKN
0000924822,"MILLER INDUSTRIES, INC.",MLR
0001032220,"Maximus, Inc.",MMS
0000876427,"MONRO, INC.",MNRO
0000865752,Monster Beverage Corp,MNST
0000067347,Modine Manufacturing Company,MOD
0000072573,"MOVADO GROUP, INC.",MOV
0000918251,"MOTORCAR PARTS OF AMERICA, INC.",MPAA
0001129155,Marine Products Corporation,MPX
0001049521,"MERCURY SYSTEMS, INC.",MRCY
0000799167,"MARTEN TRANSPORT, LTD.",MRTN
0000066570,MSA SAFETY INCORPORATED,MSA
0001003078,"MSC INDUSTRIAL DIRECT CO., INC.",MSM
0000812011,"Vail Resorts, Inc.",MTN
0000866273,MATRIX SERVICE CO,MTRX
0000015615,"MasTec, Inc.",MTZ
0001573516,MURPHY USA INC.,MUSA
0000700923,MYR GROUP INC.,MYRG
0000069733,"NATHAN'S FAMOUS, INC.",NATH
0000275053,"NATURE’S SUNSHINE PRODUCTS, INC.",NATR
0000072331,NORDSON CORPORATION,NDSN
0001547459,"Natural Grocers by Vitamin Cottage, Inc.",NGVC
0000072162,"NL INDUSTRIES, INC.",NL
0000080172,NATIONAL PRESTO INDUSTRIES INC,NPK
0000071829,NPK International Inc.,NPKI
0001164863,ENPRO INC.,NPO
0001000753,"Insperity, Inc.",NSP
0001021561,"NU SKIN ENTERPRISES, INC.",NUS
0000045876,ENVIRI CORPORATION,NVRI
0001001385,"NWPX INFRASTRUCTURE, INC.",NWPX
0001423221,QUANEX BUILDING PRODUCTS CORPORATION,NX
0001370946,Owens Corning,OC
0000074046,OIL-DRI CORPORATION OF AMERICA,ODC
0000878927,"OLD DOMINION FREIGHT LINE, INC.",ODFL
0001317945,"Omega Flex, Inc.",OFLX
0001639300,"Ollie’s Bargain Outlet Holdings, Inc.",OLLI
0000898173,O REILLY AUTOMOTIVE INC,ORLY
0001402829,"ORION GROUP HOLDINGS, INC.",ORN
0000775158,Oshkosh Corporation,OSK
0000075288,"Oxford Industries, Inc.",OXM
0001019849,"Penske Automotive Group, Inc.",PAG
0000798287,PAMT CORP,PAMT
0000076605,"PATRICK INDUSTRIES, INC.",PATK
0001590955,"Paycom Software, Inc.",PAYC
0000723531,"Paychex, Inc.",PAYX
0000075362,PACCAR Inc,PCAR
0001591698,PAYLOCITY HOLDING CORPORATION,PCTY
0000921738,"PENN ENTERTAINMENT, INC.",PENN
0000891532,"PERMA FIX ENVIRONMENTAL SERVICES, INC.",PESI
0001618673,Performance Food Group Co,PFGC
0000076334,Parker-Hannifin Corp,PH
0000931015,POLARIS INC.,PII
0000076267,PARK AEROSPACE CORP.,PKE
0000076282,PARK-OHIO HOLDINGS CORP.,PKOH
0001525769,"Dave & Buster’s Entertainment, Inc.",PLAY
0001637207,"Planet Fitness, Inc.",PLNT
0001287213,"DOUGLAS DYNAMICS, INC",PLOW
0000080035,Preformed Line Products Company,PLPC
0001093691,Plug Power Inc.,PLUG
0000945841,POOL CORPORATION,POOL
0000080420,"POWELL INDUSTRIES, INC.",POWL
0001015383,Outdoor Holding Company,POWW
0000802481,PILGRIM’S PRIDE CORPORATION,PPC
0001046568,Perdoceo Education Corporation,PRDO
0001361538,Primoris Services Corporation,PRIM
0001564902,United Parks & Resorts Inc.,PRKS
0001443669,"Proto Labs, Inc.",PRLB
0001137091,"POWER SOLUTIONS INTERNATIONAL, INC.",PSIX
0001041803,"PriceSmart, Inc.",PSMT
0000275880,Parsons Corporation,PSN
0001639825,"Peloton Interactive, Inc.",PTON
0000078239,PVH CORP.,PVH
0001050915,"Quanta Services, Inc.",PWR
0000901491,"PAPA JOHN’S INTERNATIONAL, INC.",PZZA
0001481792,"QUAD/GRAPHICS, INC.",QUAD
0001236275,"QXO, INC.",QXO
0001324948,RBC BEARINGS INCORPORATED,RBC
0000748268,"Red Cat Holdings, Inc.",RCAT
0000895456,"ROCKY BRANDS, INC.",RCKY
0000700841,"RCM Technologies, Inc.",RCMT
0001573221,"TheRealReal, Inc.",REAL
0001084765,"RESOURCES CONNECTION, INC.",RGP
0000095029,"STURM, RUGER & COMPANY, INC.",RGR
0001528849,RH,RH
0000315213,ROBERT HALF INC.,RHI
0000935419,"RCI HOSPITALITY HOLDINGS, INC.",RICK
0001037038,Ralph Lauren Corporation,RL
0001171155,"RADIANT LOGISTICS, INC.",RLGT
0000912562,"GIBRALTAR INDUSTRIES, INC.",ROCK
0000084839,"ROLLINS, INC.",ROL
0000745732,"ROSS STORES, INC.",ROST
0000082811,Regal Rexnord Corporation,RRX
0001469367,Sunrun Inc.,RUN
0001012019,"Rush Enterprises, Inc.",RUSHA
0001043509,"SONIC AUTOMOTIVE, INC.",SAH
0001177702,"SAIA, INC.",SAIA
0001571123,Science Applications International Corporation,SAIC
0000949870,"The Boston Beer Company, Inc.",SAM
0001368458,"SALLY BEAUTY HOLDINGS, INC.",SBH
0000829224,Starbucks Corporation,SBUX
0000089089,Service Corporation International,SCI
0000895447,"SHOE CARNIVAL, INC.",SCVL
0000088948,Seneca Foods Corporation,SENEA
0001576942,"STITCH FIX, INC.",SFIX
0001575515,"Sprouts Farmers Market, Inc.",SFM
0001477815,"SWEETGREEN, INC.",SG
0000095574,"SUPERIOR GROUP OF COMPANIES, INC.",SGC
0001620533,SHAKE SHACK INC.,SHAK
0000913241,"STEVEN MADDEN, LTD.",SHOO
0000091419,THE J. M. SMUCKER COMPANY,SJM
0000090896,"CHAMPION HOMES, INC.",SKY
0000793733,SKYWEST INC,SKYW
0001598981,SKYX PLATFORMS CORP.,SKYX
0000093389,"STANDARD MOTOR PRODUCTS, INC.",SMP
0000091440,Snap-on Inc,SNA
0000827187,SLEEP NUMBER CORP,SNBR
0001314727,"SONOS, INC.",SONO
0000088205,"SPX Technologies, Inc.",SPXC
0000920371,"Simpson Manufacturing Co., Inc.",SSD
0001402436,"SS&C TECHNOLOGIES HOLDINGS, INC.",SSNC
0001013934,"STRATEGIC EDUCATION, INC.",STRA
0000874238,"STERLING INFRASTRUCTURE, INC.",STRL
0000933034,STRATTEC SECURITY CORP,STRT
0001092796,"Smith & Wesson Brands, Inc.",SWBI
0000310354,STANDEX INTERNATIONAL CORPORATION,SXI
0000024545,MOLSON COORS BEVERAGE COMPANY,TAP
0000768899,"TrueBlue, Inc.",TBI
0001484778,ThredUp Inc.,TDUP
0000730263,"THOR Industries, Inc.",THO
0001489096,"THERMON GROUP HOLDINGS, INC.",THR
0000903129,Gentherm Inc,THRM
0001320695,"TreeHouse Foods, Inc.",THS
0000715787,INTERFACE INC,TILE
0001409171,TITAN MACHINERY INC.,TITN
0001562476,Taylor Morrison Home Corp,TMHC
0000097134,TENNANT CO,TNC
0000937098,"TRINET GROUP, INC.",TNET
0001290677,"Turning Point Brands, Inc.",TPB
0001561680,"Tri Pointe Homes, Inc.",TPH
0000098677,TOOTSIE ROLL INDUSTRIES INC,TR
0001069878,Trex Company Inc,TREX
0000099780,TRINITY INDUSTRIES INC,TRN
0000099302,"Transcat, Inc.",TRNS
0001552033,TransUnion,TRU
0000737758,THE TORO COMPANY,TTC
0001013880,"TTEC Holdings, Inc.",TTEC
0000831641,"TETRA TECH, INC.",TTEK
0000899751,"TITAN INTERNATIONAL, INC.",TWI
0001289460,"TEXAS ROADHOUSE, INC.",TXRH
0001336917,"UNDER ARMOUR, INC.",UAA
0000100517,"United Airlines Holdings, Inc.",UAL
0001607939,"Udemy, Inc.",UDMY
0000912767,"UFP INDUSTRIES, INC.",UFPI
0000004457,U-Haul Holding Company,UHAL
0001308208,"Universal Logistics Holdings, Inc.",ULH
0001403568,"ULTA BEAUTY, INC.",ULTA
0000717954,UNIFIRST CORP,UNF
0001020859,"UNITED NATURAL FOODS, INC.",UNFI
0001627475,UPWORK INC.,UPWK
0000912615,"URBAN OUTFITTERS, INC.",URBN
0000896264,"USANA HEALTH SCIENCES, INC.",USNA
0001261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI
0001524358,Marriott Vacations Worldwide Corp,VAC
0001111335,VISTEON CORPORATION,VC
0000751978,VICOR CORPORATION,VICR
0000751365,VIRCO MFG. CORPORATION,VIRC
0001579733,"Vital Farms, Inc.",VITL
0000103595,"VILLAGE SUPER MARKET, INC.",VLGEA
0001442145,"VERISK ANALYTICS, INC.",VRSK
0000102752,VSE CORPORATION,VSEC
0001601548,"V2X, Inc.",VVX
0001616707,WAYFAIR INC.,W
0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB
0000929008,WESCO INTERNATIONAL INC,WCC
0000105132,WD-40 COMPANY,WDFC
0000030697,THE WENDY’S COMPANY,WEN
0000793074,"WERNER ENTERPRISES, INC.",WERN
0000106532,"WEYCO GROUP, INC.",WEYS
0000107687,"Winnebago Industries, Inc.",WGO
0000908315,Winmark Corporation,WINA
0001636222,WINGSTOP INC.,WING
0001370450,"WILLDAN GROUP, INC.",WLDN
0001018164,Willis Lease Finance Corp,WLFC
0000823768,WASTE MANAGEMENT INC,WM
0000105418,"WEIS MARKETS, INC.",WMK
0001604028,"ADVANCED DRAINAGE SYSTEMS, INC.",WMS
0000879526,WABASH NATIONAL CORPORATION,WNC
0000108516,"WORTHINGTON ENTERPRISES, INC.",WOR
0001504776,Warby Parker Inc.,WRBY
0000719955,"Williams-Sonoma, Inc.",WSM
0000105016,"WATSCO, INC.",WSO
0000795403,WATTS WATER TECHNOLOGIES INC,WTS
0000108312,"WOODWARD, INC.",WWD
0000110471,"WOLVERINE WORLD WIDE, INC.",WWW
0001166003,"XPO, INC.",XPO
0001524472,XYLEM INC.,XYL
0001637147,"zSpace, Inc.",ZSPC
0001318008,ZUMIEZ INC,ZUMZ
0001439288,ZURN ELKAY WATER SOLUTIONS CORPORATION,ZWS
