company_id,company_name,equity_ticker
65312,"EVI Industries, Inc.",EVI
1297989,"EXLSERVICE HOLDINGS, INC.",EXLS
746515,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",EXPD
851520,"EXPONENT, INC.",EXPO
1210677,First Advantage Corporation,FA
815556,FASTENAL CO,FAST
1519751,"FORTUNE BRANDS INNOVATIONS, INC.",FBIN
886206,Franklin Covey Co.,FC
38725,"FRANKLIN ELECTRIC CO., INC.",FELE
1177609,"Five Below, Inc.",FIVE
1035983,"Comfort Systems USA, Inc.",FIX
69891,National Beverage Corp.,FIZZ
1128928,"FLOWERS FOODS, INC",FLO
30625,FLOWSERVE CORP,FLS
1084869,1 800 FLOWERS COM INC,FLWS
37472,"FLEXSTEEL INDUSTRIES, INC.",FLXS
1507079,"Floor & Decor Holdings, Inc.",FND
1023313,"Forrester Research, Inc.",FORR
1424929,Fox Factory Holding Corp.,FOXF
1611647,"FRESHPET, INC.",FRPT
277509,Federal Signal Corporation,FSS
352825,L.B. FOSTER COMPANY,FSTR
1374328,"FITLIFE BRANDS, INC.",FTLF
912728,FORWARD AIR CORPORATION,FWRD
40211,GATX CORP,GATX
923120,GREENBRIER COMPANIES INC,GBX
18498,GENESCO INC.,GCO
1071255,"GOLDEN ENTERTAINMENT, INC.",GDEN
64472,"GENCOR INDUSTRIES, INC.",GENC
50725,GRIFFON CORPORATION,GFF
42888,GRACO INC,GGG
104889,GRAHAM HOLDINGS CO,GHC
716314,GRAHAM CORP,GHM
945114,Global Industrial Company,GIC
821002,G III APPAREL GROUP LTD /DE/,GIII
1372020,Great Lakes Dredge & Dock Corporation,GLDD
1467858,GENERAL MOTORS COMPANY,GM
1326380,GameStop Corp.,GME
1474735,GENERAC HOLDINGS INC.,GNRC
355811,GENTEX CORPORATION,GNTX
40987,GENUINE PARTS CO,GPC
1031203,"Group 1 Automotive, Inc",GPI
1373670,"Green Brick Partners, Inc.",GRBK
42682,THE GORMAN-RUPP COMPANY,GRC
1490281,"Groupon, Inc.",GRPN
892553,"CHART INDUSTRIES, INC",GTLS
861459,GRANITE CONSTRUCTION INCORPORATED,GVA
277135,"W.W. Grainger, Inc.",GWW
910406,"THE HAIN CELESTIAL GROUP, INC.",HAIN
731012,"HEALTHCARE SERVICES GROUP, INC.",HCSG
925528,HUDSON TECHNOLOGIES INC /NY,HDSN
1417398,"HILLENBRAND, INC.",HI
1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII
1024795,"HELIOS TECHNOLOGIES, INC.",HLIO
1585689,Hilton Worldwide Holdings Inc.,HLT
48287,HNI Corporation,HNI
1530979,"The Honest Company, Inc.",HNST
793952,"Harley-Davidson, Inc.",HOG
1140102,"HIREQUEST, INC.",HQI
1364479,HERC HOLDINGS INC.,HRI
48465,HORMEL FOODS CORPORATION,HRL
799233,"HEARTLAND EXPRESS, INC",HTLD
48898,HUBBELL INC,HUBB
940942,"HUB GROUP, INC.",HUBG
1289848,HURON CONSULTING GROUP INC.,HURN
216085,"HAVERTY FURNITURE COMPANIES, INC",HVT
717605,HEXCEL CORPORATION,HXL
1173514,"HYSTER-YALE, INC.",HY
1057060,"MarineMax, Inc.",HZO
1580905,"Installed Building Products, Inc.",IBP
1362004,"ICF International, Inc.",ICFI
1048268,"IES Holdings, Inc.",IESC
832101,IDEX CORP,IEX
764401,Insteel Industries Inc.,IIIN
50493,"INGLES MARKETS, INCORPORATED",IMKTA
1046257,INGREDION INCORPORATED,INGR
903651,INNODATA INC.,INOD
1615063,"INSPIRED ENTERTAINMENT, INC.",INSE
822663,"Interparfums, Inc.",IPAR
49826,ILLINOIS TOOL WORKS INC,ITW
52988,Jacobs Solutions Inc.,J
807882,JACK IN THE BOX INC.,JACK
1009829,"JAKKS PACIFIC, INC.",JAKK
728535,"J.B. HUNT TRANSPORT SERVICES, INC.",JBHT
880117,SANFILIPPO JOHN B & SON INC,JBSS
785956,J&J SNACK FOODS CORP.,JJSF
788329,Johnson Outdoors Inc.,JOUT
886346,KADANT INC.,KAI
1357615,"KBR, Inc.",KBR
1418135,Keurig Dr Pepper Inc.,KDP
55135,"KELLY SERVICES, INC.",KELYA
56047,KIRBY CORPORATION,KEX
930420,Kforce Inc,KFRC
56679,KORN FERRY,KFY
1637459,Kraft Heinz Co,KHC
55242,KENNAMETAL INC.,KMT
1170010,"CARMAX, INC.",KMX
1492691,Knight-Swift Transportation Holdings Inc.,KNX
1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",KTOS
1023128,LITHIA MOTORS INC,LAD
798081,"Lakeland Industries, Inc.",LAKE
763744,LCI INDUSTRIES,LCII
1336920,"LEIDOS HOLDINGS, INC.",LDOS
799288,"LANDS’ END, INC.",LE
842162,LEAR CORP,LEA
59527,LINCOLN ELECTRIC HOLDINGS INC,LECO
58492,"LEGGETT & PLATT, INC",LEG
1436208,Legacy Housing Corporation,LEGH
849146,LIFEVANTAGE CORP,LFVN
1580670,"LGI HOMES, INC.",LGIH
202058,"L3HARRIS TECHNOLOGIES, INC.",LHX
1069202,LENNOX INTERNATIONAL INC.,LII
1286613,LINCOLN EDUCATIONAL SERVICES CORPORATION,LINC
1512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",LIND
1065696,LKQ CORPORATION,LKQ
1606163,"LIMBACH HOLDINGS, INC.",LMB
1342423,LIMONEIRA COMPANY,LMNR
836157,Lindsay Corporation,LNN
1606366,"EL POLLO LOCO HOLDINGS, INC.",LOCO
1434588,"GRAND CANYON EDUCATION, INC.",LOPE
1235468,"Liquidity Services, Inc.",LQDT
1157408,"Stride, Inc.",LRN
853816,"Landstar System, Inc.",LSTR
1397187,lululemon athletica inc.,LULU
1300514,LAS VEGAS SANDS CORP.,LVS
814586,"LIFEWAY FOODS, INC.",LWAY
763532,LSI INDUSTRIES INC.,LYTS
1286139,"LegalZoom.com, Inc.",LZ
57131,LA-Z-BOY INCORPORATED,LZB
1520358,"Mama’s Creations, Inc.",MAMA
63296,MATTHEWS INTERNATIONAL CORP,MATW
3453,"Matson, Inc",MATX
1590976,"MALIBU BOATS, INC.",MBUU
1638290,"MasterCraft Boat Holdings, Inc.",MCFT
907242,"MONARCH CASINO & RESORT, INC",MCRI
1103982,"MONDELEZ INTERNATIONAL, INC.",MDLZ
910329,"MEDIFAST, INC.",MED
1099590,"MercadoLibre, Inc.",MELI
1436126,"Mistras Group, Inc.",MG
789570,MGM Resorts International,MGM
835011,"MGP Ingredients, Inc.",MGPI
752714,McGRATH RENTCORP,MGRC
799292,"M/I HOMES, INC.",MHO
769520,MIDDLEBY Corp,MIDD
89439,"MUELLER INDUSTRIES, INC.",MLI
66382,"MillerKnoll, Inc.",MLKN
924822,"MILLER INDUSTRIES, INC.",MLR
1032220,"Maximus, Inc.",MMS
876427,"MONRO, INC.",MNRO
865752,Monster Beverage Corp,MNST
67347,Modine Manufacturing Company,MOD
72573,"MOVADO GROUP, INC.",MOV
918251,"MOTORCAR PARTS OF AMERICA, INC.",MPAA
1129155,Marine Products Corporation,MPX
1049521,"MERCURY SYSTEMS, INC.",MRCY
799167,"MARTEN TRANSPORT, LTD.",MRTN
66570,MSA SAFETY INCORPORATED,MSA
1003078,"MSC INDUSTRIAL DIRECT CO., INC.",MSM
812011,"Vail Resorts, Inc.",MTN
866273,MATRIX SERVICE CO,MTRX
15615,"MasTec, Inc.",MTZ
1573516,MURPHY USA INC.,MUSA
700923,MYR GROUP INC.,MYRG
69733,"NATHAN'S FAMOUS, INC.",NATH
275053,"NATURE’S SUNSHINE PRODUCTS, INC.",NATR
72331,NORDSON CORPORATION,NDSN
1547459,"Natural Grocers by Vitamin Cottage, Inc.",NGVC
72162,"NL INDUSTRIES, INC.",NL
80172,NATIONAL PRESTO INDUSTRIES INC,NPK
71829,NPK International Inc.,NPKI
1164863,ENPRO INC.,NPO
1000753,"Insperity, Inc.",NSP
1021561,"NU SKIN ENTERPRISES, INC.",NUS
45876,ENVIRI CORPORATION,NVRI
1001385,"NWPX INFRASTRUCTURE, INC.",NWPX
1423221,QUANEX BUILDING PRODUCTS CORPORATION,NX
1370946,Owens Corning,OC
74046,OIL-DRI CORPORATION OF AMERICA,ODC
878927,"OLD DOMINION FREIGHT LINE, INC.",ODFL
1317945,"Omega Flex, Inc.",OFLX
1639300,"Ollie’s Bargain Outlet Holdings, Inc.",OLLI
898173,O REILLY AUTOMOTIVE INC,ORLY
1402829,"ORION GROUP HOLDINGS, INC.",ORN
775158,Oshkosh Corporation,OSK
75288,"Oxford Industries, Inc.",OXM
1019849,"Penske Automotive Group, Inc.",PAG
798287,PAMT CORP,PAMT
76605,"PATRICK INDUSTRIES, INC.",PATK
1590955,"Paycom Software, Inc.",PAYC
723531,"Paychex, Inc.",PAYX
75362,PACCAR Inc,PCAR
1591698,PAYLOCITY HOLDING CORPORATION,PCTY
921738,"PENN ENTERTAINMENT, INC.",PENN
891532,"PERMA FIX ENVIRONMENTAL SERVICES, INC.",PESI
1618673,Performance Food Group Co,PFGC
76334,Parker-Hannifin Corp,PH
931015,POLARIS INC.,PII
76267,PARK AEROSPACE CORP.,PKE
76282,PARK-OHIO HOLDINGS CORP.,PKOH
1525769,"Dave & Buster’s Entertainment, Inc.",PLAY
1637207,"Planet Fitness, Inc.",PLNT
1287213,"DOUGLAS DYNAMICS, INC",PLOW
80035,Preformed Line Products Company,PLPC
1093691,Plug Power Inc.,PLUG
1413329,Philip Morris International Inc.,PM
945841,POOL CORPORATION,POOL
1530950,"Post Holdings, Inc.",POST
80420,"POWELL INDUSTRIES, INC.",POWL
1015383,Outdoor Holding Company,POWW
802481,PILGRIM’S PRIDE CORPORATION,PPC
1046568,Perdoceo Education Corporation,PRDO
1361538,Primoris Services Corporation,PRIM
1564902,United Parks & Resorts Inc.,PRKS
1443669,"Proto Labs, Inc.",PRLB
1137091,"POWER SOLUTIONS INTERNATIONAL, INC.",PSIX
1041803,"PriceSmart, Inc.",PSMT
275880,Parsons Corporation,PSN
1639825,"Peloton Interactive, Inc.",PTON
78239,PVH CORP.,PVH
1050915,"Quanta Services, Inc.",PWR
901491,"PAPA JOHN’S INTERNATIONAL, INC.",PZZA
1481792,"QUAD/GRAPHICS, INC.",QUAD
1236275,"QXO, INC.",QXO
1324948,RBC BEARINGS INCORPORATED,RBC
748268,"Red Cat Holdings, Inc.",RCAT
895456,"ROCKY BRANDS, INC.",RCKY
700841,"RCM Technologies, Inc.",RCMT
1573221,"TheRealReal, Inc.",REAL
1084765,"RESOURCES CONNECTION, INC.",RGP
95029,"STURM, RUGER & COMPANY, INC.",RGR
1528849,RH,RH
315213,ROBERT HALF INC.,RHI
935419,"RCI HOSPITALITY HOLDINGS, INC.",RICK
1037038,Ralph Lauren Corporation,RL
1171155,"RADIANT LOGISTICS, INC.",RLGT
912562,"GIBRALTAR INDUSTRIES, INC.",ROCK
84839,"ROLLINS, INC.",ROL
745732,"ROSS STORES, INC.",ROST
82811,Regal Rexnord Corporation,RRX
1469367,Sunrun Inc.,RUN
1012019,"Rush Enterprises, Inc.",RUSHA
1597033,Sabre Corp,SABR
1043509,"SONIC AUTOMOTIVE, INC.",SAH
1177702,"SAIA, INC.",SAIA
1571123,Science Applications International Corporation,SAIC
949870,"The Boston Beer Company, Inc.",SAM
1368458,"SALLY BEAUTY HOLDINGS, INC.",SBH
829224,Starbucks Corporation,SBUX
89089,Service Corporation International,SCI
895447,"SHOE CARNIVAL, INC.",SCVL
88948,Seneca Foods Corporation,SENEA
1576942,"STITCH FIX, INC.",SFIX
1575515,"Sprouts Farmers Market, Inc.",SFM
1477815,"SWEETGREEN, INC.",SG
95574,"SUPERIOR GROUP OF COMPANIES, INC.",SGC
1620533,SHAKE SHACK INC.,SHAK
913241,"STEVEN MADDEN, LTD.",SHOO
91419,THE J. M. SMUCKER COMPANY,SJM
90896,"CHAMPION HOMES, INC.",SKY
793733,SKYWEST INC,SKYW
1598981,SKYX PLATFORMS CORP.,SKYX
93389,"STANDARD MOTOR PRODUCTS, INC.",SMP
91440,Snap-on Inc,SNA
827187,SLEEP NUMBER CORP,SNBR
1314727,"SONOS, INC.",SONO
109177,"Spectrum Brands Holdings, Inc.",SPB
88205,"SPX Technologies, Inc.",SPXC
920371,"Simpson Manufacturing Co., Inc.",SSD
1402436,"SS&C TECHNOLOGIES HOLDINGS, INC.",SSNC
1013934,"STRATEGIC EDUCATION, INC.",STRA
874238,"STERLING INFRASTRUCTURE, INC.",STRL
933034,STRATTEC SECURITY CORP,STRT
1092796,"Smith & Wesson Brands, Inc.",SWBI
310354,STANDEX INTERNATIONAL CORPORATION,SXI
24545,MOLSON COORS BEVERAGE COMPANY,TAP
768899,"TrueBlue, Inc.",TBI
1260221,TransDigm Group Incorporated,TDG
1484778,ThredUp Inc.,TDUP
730263,"THOR Industries, Inc.",THO
1489096,"THERMON GROUP HOLDINGS, INC.",THR
903129,Gentherm Inc,THRM
1320695,"TreeHouse Foods, Inc.",THS
715787,INTERFACE INC,TILE
1409171,TITAN MACHINERY INC.,TITN
1562476,Taylor Morrison Home Corp,TMHC
97134,TENNANT CO,TNC
937098,"TRINET GROUP, INC.",TNET
1290677,"Turning Point Brands, Inc.",TPB
1561680,"Tri Pointe Homes, Inc.",TPH
98677,TOOTSIE ROLL INDUSTRIES INC,TR
1069878,Trex Company Inc,TREX
99780,TRINITY INDUSTRIES INC,TRN
99302,"Transcat, Inc.",TRNS
1552033,TransUnion,TRU
737758,THE TORO COMPANY,TTC
1013880,"TTEC Holdings, Inc.",TTEC
831641,"TETRA TECH, INC.",TTEK
899751,"TITAN INTERNATIONAL, INC.",TWI
1289460,"TEXAS ROADHOUSE, INC.",TXRH
1336917,"UNDER ARMOUR, INC.",UAA
100517,"United Airlines Holdings, Inc.",UAL
1607939,"Udemy, Inc.",UDMY
912767,"UFP INDUSTRIES, INC.",UFPI
4457,U-Haul Holding Company,UHAL
1308208,"Universal Logistics Holdings, Inc.",ULH
1403568,"ULTA BEAUTY, INC.",ULTA
717954,UNIFIRST CORP,UNF
1020859,"UNITED NATURAL FOODS, INC.",UNFI
1627475,UPWORK INC.,UPWK
912615,"URBAN OUTFITTERS, INC.",URBN
896264,"USANA HEALTH SCIENCES, INC.",USNA
1261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI
1524358,Marriott Vacations Worldwide Corp,VAC
1111335,VISTEON CORPORATION,VC
751978,VICOR CORPORATION,VICR
751365,VIRCO MFG. CORPORATION,VIRC
1579733,"Vital Farms, Inc.",VITL
103595,"VILLAGE SUPER MARKET, INC.",VLGEA
102729,"Valmont Industries, Inc.",VMI
1442145,"VERISK ANALYTICS, INC.",VRSK
102752,VSE CORPORATION,VSEC
1601548,"V2X, Inc.",VVX
1616707,WAYFAIR INC.,W
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB
929008,WESCO INTERNATIONAL INC,WCC
105132,WD-40 COMPANY,WDFC
30697,THE WENDY’S COMPANY,WEN
793074,"WERNER ENTERPRISES, INC.",WERN
106532,"WEYCO GROUP, INC.",WEYS
107687,"Winnebago Industries, Inc.",WGO
908315,Winmark Corporation,WINA
1636222,WINGSTOP INC.,WING
1370450,"WILLDAN GROUP, INC.",WLDN
1018164,Willis Lease Finance Corp,WLFC
823768,WASTE MANAGEMENT INC,WM
105418,"WEIS MARKETS, INC.",WMK
1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",WMS
879526,WABASH NATIONAL CORPORATION,WNC
108516,"WORTHINGTON ENTERPRISES, INC.",WOR
1504776,Warby Parker Inc.,WRBY
719955,"Williams-Sonoma, Inc.",WSM
105016,"WATSCO, INC.",WSO
795403,WATTS WATER TECHNOLOGIES INC,WTS
108312,"WOODWARD, INC.",WWD
110471,"WOLVERINE WORLD WIDE, INC.",WWW
1166003,"XPO, INC.",XPO
1524472,XYLEM INC.,XYL
1637147,"zSpace, Inc.",ZSPC
1318008,ZUMIEZ INC,ZUMZ
1439288,ZURN ELKAY WATER SOLUTIONS CORPORATION,ZWS
